"Protein.name","Genes","UniProtKB.AC","Search","Path"
"Uncharacterized protein C17orf78","C17orf78","Q8N4C9","uncharacterized protein c17orf78 c17orf78 q8n4c9","data/Array_objects_single_proteins/Array_object_Q8N4C9.rds"
"Steroid transmembrane transporter SLC22A24 (Solute carrier family 22 member 24)","SLC22A24","Q8N4F4","steroid transmembrane transporter slc22a24 (solute carrier family 22 member 24) slc22a24 q8n4f4","data/Array_objects_single_proteins/Array_object_Q8N4F4.rds"
"Reprimo-like protein","RPRML","Q8N4K4","reprimo-like protein rprml q8n4k4","data/Array_objects_single_proteins/Array_object_Q8N4K4.rds"
"Spermatid maturation protein 1","SPEM1 C17orf83","Q8N4L4","spermatid maturation protein 1 spem1 c17orf83 q8n4l4","data/Array_objects_single_proteins/Array_object_Q8N4L4.rds"
"Choline transporter-like protein 3 (Solute carrier family 44 member 3)","SLC44A3 CTL3 UNQ558/PRO1115","Q8N4M1","choline transporter-like protein 3 (solute carrier family 44 member 3) slc44a3 ctl3 unq558/pro1115 q8n4m1","data/Array_objects_single_proteins/Array_object_Q8N4M1.rds"
"Progestin and adipoQ receptor family member 4 (Progestin and adipoQ receptor family member IV)","PAQR4","Q8N4S7","progestin and adipoq receptor family member 4 (progestin and adipoq receptor family member iv) paqr4 q8n4s7","data/Array_objects_single_proteins/Array_object_Q8N4S7.rds"
"MARVEL domain-containing protein 2 (Tricellulin)","MARVELD2 TRIC","Q8N4S9","marvel domain-containing protein 2 (tricellulin) marveld2 tric q8n4s9","data/Array_objects_single_proteins/Array_object_Q8N4S9.rds"
"ER membrane protein complex subunit 5 (Membrane magnesium transporter 1) (Transmembrane protein 32)","MMGT1 EMC5 TMEM32","Q8N4V1","er membrane protein complex subunit 5 (membrane magnesium transporter 1) (transmembrane protein 32) mmgt1 emc5 tmem32 q8n4v1","data/Array_objects_single_proteins/Array_object_Q8N4V1.rds"
"Synaptic vesicle 2-related protein (SV2-related protein)","SVOP","Q8N4V2","synaptic vesicle 2-related protein (sv2-related protein) svop q8n4v2","data/Array_objects_single_proteins/Array_object_Q8N4V2.rds"
"DnaJ homolog subfamily C member 22","DNAJC22","Q8N4W6","dnaj homolog subfamily c member 22 dnajc22 q8n4w6","data/Array_objects_single_proteins/Array_object_Q8N4W6.rds"
"Fibrinogen C domain-containing protein 1","FIBCD1 UNQ701/PRO1346","Q8N539","fibrinogen c domain-containing protein 1 fibcd1 unq701/pro1346 q8n539","data/Array_objects_single_proteins/Array_object_Q8N539.rds"
"Ceramide synthase 5 (CerS5) (EC 2.3.1.-) (LAG1 longevity assurance homolog 5) (Sphingosine N-acyltransferase CERS5) (EC 2.3.1.24)","CERS5 LASS5","Q8N5B7","ceramide synthase 5 (cers5) (ec 2.3.1.-) (lag1 longevity assurance homolog 5) (sphingosine n-acyltransferase cers5) (ec 2.3.1.24) cers5 lass5 q8n5b7","data/Array_objects_single_proteins/Array_object_Q8N5B7.rds"
"Calcium homeostasis modulator protein 5 (Protein FAM26E)","CALHM5 C6orf188 FAM26E","Q8N5C1","calcium homeostasis modulator protein 5 (protein fam26e) calhm5 c6orf188 fam26e q8n5c1","data/Array_objects_single_proteins/Array_object_Q8N5C1.rds"
"Macoilin (Macoilin-1) (Transmembrane protein 57)","MACO1 TMEM57","Q8N5G2","macoilin (macoilin-1) (transmembrane protein 57) maco1 tmem57 q8n5g2","data/Array_objects_single_proteins/Array_object_Q8N5G2.rds"
"CDGSH iron-sulfur domain-containing protein 2 (Endoplasmic reticulum intermembrane small protein) (MitoNEET-related 1 protein) (Miner1) (Nutrient-deprivation autophagy factor-1) (NAF-1)","CISD2 CDGSH2 ERIS ZCD2","Q8N5K1","cdgsh iron-sulfur domain-containing protein 2 (endoplasmic reticulum intermembrane small protein) (mitoneet-related 1 protein) (miner1) (nutrient-deprivation autophagy factor-1) (naf-1) cisd2 cdgsh2 eris zcd2 q8n5k1","data/Array_objects_single_proteins/Array_object_Q8N5K1.rds"
"Protein jagunal homolog 1","JAGN1","Q8N5M9","protein jagunal homolog 1 jagn1 q8n5m9","data/Array_objects_single_proteins/Array_object_Q8N5M9.rds"
"Inactive dipeptidyl peptidase 10 (Dipeptidyl peptidase IV-related protein 3) (DPRP-3) (Dipeptidyl peptidase X) (DPP X) (Dipeptidyl peptidase-like protein 2) (DPL2)","DPP10 DPRP3 KIAA1492","Q8N608","inactive dipeptidyl peptidase 10 (dipeptidyl peptidase iv-related protein 3) (dprp-3) (dipeptidyl peptidase x) (dpp x) (dipeptidyl peptidase-like protein 2) (dpl2) dpp10 dprp3 kiaa1492 q8n608","data/Array_objects_single_proteins/Array_object_Q8N608.rds"
"Translocating chain-associated membrane protein 1-like 1","TRAM1L1","Q8N609","translocating chain-associated membrane protein 1-like 1 tram1l1 q8n609","data/Array_objects_single_proteins/Array_object_Q8N609.rds"
"Transmembrane protein 156","TMEM156","Q8N614","transmembrane protein 156 tmem156 q8n614","data/Array_objects_single_proteins/Array_object_Q8N614.rds"
"Olfactory receptor 2C3 (Olfactory receptor 2C4) (Olfactory receptor 2C5) (Olfactory receptor OR1-30)","OR2C3 OR2C4 OR2C5P","Q8N628","olfactory receptor 2c3 (olfactory receptor 2c4) (olfactory receptor 2c5) (olfactory receptor or1-30) or2c3 or2c4 or2c5p q8n628","data/Array_objects_single_proteins/Array_object_Q8N628.rds"
"Lysoplasmalogenase (EC 3.3.2.2) (Transmembrane protein 86B)","TMEM86B","Q8N661","lysoplasmalogenase (ec 3.3.2.2) (transmembrane protein 86b) tmem86b q8n661","data/Array_objects_single_proteins/Array_object_Q8N661.rds"
"DNA damage-regulated autophagy modulator protein 1 (Damage-regulated autophagy modulator)","DRAM1 DRAM","Q8N682","dna damage-regulated autophagy modulator protein 1 (damage-regulated autophagy modulator) dram1 dram q8n682","data/Array_objects_single_proteins/Array_object_Q8N682.rds"
"Sodium-coupled monocarboxylate transporter 1 (Apical iodide transporter) (Electrogenic sodium monocarboxylate cotransporter) (Sodium iodide-related cotransporter) (Solute carrier family 5 member 8)","SLC5A8 AIT SMCT SMCT1","Q8N695","sodium-coupled monocarboxylate transporter 1 (apical iodide transporter) (electrogenic sodium monocarboxylate cotransporter) (sodium iodide-related cotransporter) (solute carrier family 5 member 8) slc5a8 ait smct smct1 q8n695","data/Array_objects_single_proteins/Array_object_Q8N695.rds"
"Solute carrier family 15 member 4 (Peptide transporter 4) (Peptide/histidine transporter 1) (hPHT1)","SLC15A4 PHT1 PTR4 FP12591","Q8N697","solute carrier family 15 member 4 (peptide transporter 4) (peptide/histidine transporter 1) (hpht1) slc15a4 pht1 ptr4 fp12591 q8n697","data/Array_objects_single_proteins/Array_object_Q8N697.rds"
"Claudin-19","CLDN19","Q8N6F1","claudin-19 cldn19 q8n6f1","data/Array_objects_single_proteins/Array_object_Q8N6F1.rds"
"Transmembrane protein 251","TMEM251 C14orf109","Q8N6I4","transmembrane protein 251 tmem251 c14orf109 q8n6i4","data/Array_objects_single_proteins/Array_object_Q8N6I4.rds"
"Testis-expressed protein 29","TEX29 C13orf16","Q8N6K0","testis-expressed protein 29 tex29 c13orf16 q8n6k0","data/Array_objects_single_proteins/Array_object_Q8N6K0.rds"
"Protein KASH5 (Coiled-coil domain-containing protein 155) (KASH domain-containing protein 5)","KASH5 CCDC155","Q8N6L0","protein kash5 (coiled-coil domain-containing protein 155) (kash domain-containing protein 5) kash5 ccdc155 q8n6l0","data/Array_objects_single_proteins/Array_object_Q8N6L0.rds"
"Keratinocyte-associated protein 2 (KCP-2) (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit KCP2) (Oligosaccharyl transferase subunit KCP2)","KRTCAP2 KCP2","Q8N6L1","keratinocyte-associated protein 2 (kcp-2) (dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit kcp2) (oligosaccharyl transferase subunit kcp2) krtcap2 kcp2 q8n6l1","data/Array_objects_single_proteins/Array_object_Q8N6L1.rds"
"Transmembrane protein 252","TMEM252 C9orf71","Q8N6L7","transmembrane protein 252 tmem252 c9orf71 q8n6l7","data/Array_objects_single_proteins/Array_object_Q8N6L7.rds"
"Acyl-coenzyme A diphosphatase FITM2 (EC 3.6.1.-) (Fat storage-inducing transmembrane protein 2) (Fat-inducing protein 2)","FITM2 C20orf142 FIT2","Q8N6M3","acyl-coenzyme a diphosphatase fitm2 (ec 3.6.1.-) (fat storage-inducing transmembrane protein 2) (fat-inducing protein 2) fitm2 c20orf142 fit2 q8n6m3","data/Array_objects_single_proteins/Array_object_Q8N6M3.rds"
"Interleukin-22 receptor subunit alpha-1 (IL-22 receptor subunit alpha-1) (IL-22R-alpha-1) (IL-22RA1) (Cytokine receptor class-II member 9) (Cytokine receptor family 2 member 9) (CRF2-9) (ZcytoR11)","IL22RA1 IL22R","Q8N6P7","interleukin-22 receptor subunit alpha-1 (il-22 receptor subunit alpha-1) (il-22r-alpha-1) (il-22ra1) (cytokine receptor class-ii member 9) (cytokine receptor family 2 member 9) (crf2-9) (zcytor11) il22ra1 il22r q8n6p7","data/Array_objects_single_proteins/Array_object_Q8N6P7.rds"
"Transmembrane and coiled-coil domain-containing protein 5A","TMCO5A TMCO5","Q8N6Q1","transmembrane and coiled-coil domain-containing protein 5a tmco5a tmco5 q8n6q1","data/Array_objects_single_proteins/Array_object_Q8N6Q1.rds"
"Stress-associated endoplasmic reticulum protein 2 (Ribosome-associated membrane protein RAMP4-2)","SERP2 C13orf21","Q8N6R1","stress-associated endoplasmic reticulum protein 2 (ribosome-associated membrane protein ramp4-2) serp2 c13orf21 q8n6r1","data/Array_objects_single_proteins/Array_object_Q8N6R1.rds"
"ADP-ribosylation factor-like protein 6-interacting protein 6 (ARL-6-interacting protein 6) (Aip-6) (Phosphonoformate immuno-associated protein 1)","ARL6IP6 PFAAP1","Q8N6S5","adp-ribosylation factor-like protein 6-interacting protein 6 (arl-6-interacting protein 6) (aip-6) (phosphonoformate immuno-associated protein 1) arl6ip6 pfaap1 q8n6s5","data/Array_objects_single_proteins/Array_object_Q8N6S5.rds"
"G-protein coupled receptor 161 (G-protein coupled receptor RE2)","GPR161","Q8N6U8","g-protein coupled receptor 161 (g-protein coupled receptor re2) gpr161 q8n6u8","data/Array_objects_single_proteins/Array_object_Q8N6U8.rds"
"Protocadherin-20 (Protocadherin-13)","PCDH20 PCDH13","Q8N6Y1","protocadherin-20 (protocadherin-13) pcdh20 pcdh13 q8n6y1","data/Array_objects_single_proteins/Array_object_Q8N6Y1.rds"
"Killer cell immunoglobulin-like receptor 3DL3 (CD158 antigen-like family member Z) (Killer cell inhibitory receptor 1) (CD antigen CD158z)","KIR3DL3 CD158Z KIR3DL7 KIRC1","Q8N743","killer cell immunoglobulin-like receptor 3dl3 (cd158 antigen-like family member z) (killer cell inhibitory receptor 1) (cd antigen cd158z) kir3dl3 cd158z kir3dl7 kirc1 q8n743","data/Array_objects_single_proteins/Array_object_Q8N743.rds"
"Solute carrier family 66 member 3 (PQ-loop repeat-containing protein 3)","SLC66A3 C2orf22 PQLC3","Q8N755","solute carrier family 66 member 3 (pq-loop repeat-containing protein 3) slc66a3 c2orf22 pqlc3 q8n755","data/Array_objects_single_proteins/Array_object_Q8N755.rds"
"Leucine-rich repeat-containing protein 52 (BK channel auxiliary gamma subunit LRRC52)","LRRC52","Q8N7C0","leucine-rich repeat-containing protein 52 (bk channel auxiliary gamma subunit lrrc52) lrrc52 q8n7c0","data/Array_objects_single_proteins/Array_object_Q8N7C0.rds"
"Transmembrane protein 217","TMEM217 C6orf128","Q8N7C4","transmembrane protein 217 tmem217 c6orf128 q8n7c4","data/Array_objects_single_proteins/Array_object_Q8N7C4.rds"
"RING finger protein 148","RNF148","Q8N7C7","ring finger protein 148 rnf148 q8n7c7","data/Array_objects_single_proteins/Array_object_Q8N7C7.rds"
"Inactive phospholipase D5 (Inactive PLD 5) (Inactive choline phosphatase 5) (Inactive phosphatidylcholine-hydrolyzing phospholipase D5) (PLDc)","PLD5","Q8N7P1","inactive phospholipase d5 (inactive pld 5) (inactive choline phosphatase 5) (inactive phosphatidylcholine-hydrolyzing phospholipase d5) (pldc) pld5 q8n7p1","data/Array_objects_single_proteins/Array_object_Q8N7P1.rds"
"Claudin-22","CLDN22","Q8N7P3","claudin-22 cldn22 q8n7p3","data/Array_objects_single_proteins/Array_object_Q8N7P3.rds"
"SIGLEC family-like protein 1","SIGLECL1 C19orf75","Q8N7X8","siglec family-like protein 1 siglecl1 c19orf75 q8n7x8","data/Array_objects_single_proteins/Array_object_Q8N7X8.rds"
"Transmembrane protein 99","TMEM99","Q8N816","transmembrane protein 99 tmem99 q8n816","data/Array_objects_single_proteins/Array_object_Q8N816.rds"
"Sodium/potassium-transporting ATPase subunit beta-1-interacting protein 3 (Na(+)/K(+)-transporting ATPase subunit beta-1-interacting protein 3) (Protein FAM77D)","NKAIN3 FAM77D","Q8N8D7","sodium/potassium-transporting atpase subunit beta-1-interacting protein 3 (na(+)/k(+)-transporting atpase subunit beta-1-interacting protein 3) (protein fam77d) nkain3 fam77d q8n8d7","data/Array_objects_single_proteins/Array_object_Q8N8D7.rds"
"Protein YIPF7 (Five-pass transmembrane protein localizing in the Golgi apparatus and the endoplasmic reticulum 9) (YIP1 family member 7)","YIPF7 FINGER9 YIP1B","Q8N8F6","protein yipf7 (five-pass transmembrane protein localizing in the golgi apparatus and the endoplasmic reticulum 9) (yip1 family member 7) yipf7 finger9 yip1b q8n8f6","data/Array_objects_single_proteins/Array_object_Q8N8F6.rds"
"E3 ubiquitin-protein ligase RNF152 (EC 2.3.2.27) (RING finger protein 152) (RING-type E3 ubiquitin transferase RNF152)","RNF152","Q8N8N0","e3 ubiquitin-protein ligase rnf152 (ec 2.3.2.27) (ring finger protein 152) (ring-type e3 ubiquitin transferase rnf152) rnf152 q8n8n0","data/Array_objects_single_proteins/Array_object_Q8N8N0.rds"
"Cytochrome b561 domain-containing protein 1","CYB561D1","Q8N8Q1","cytochrome b561 domain-containing protein 1 cyb561d1 q8n8q1","data/Array_objects_single_proteins/Array_object_Q8N8Q1.rds"
"Magnesium transporter NIPA2 (Non-imprinted in Prader-Willi/Angelman syndrome region protein 2)","NIPA2","Q8N8Q9","magnesium transporter nipa2 (non-imprinted in prader-willi/angelman syndrome region protein 2) nipa2 q8n8q9","data/Array_objects_single_proteins/Array_object_Q8N8Q9.rds"
"Transmembrane protein 105","TMEM105","Q8N8V8","transmembrane protein 105 tmem105 q8n8v8","data/Array_objects_single_proteins/Array_object_Q8N8V8.rds"
"Discoidin, CUB and LCCL domain-containing protein 1","DCBLD1","Q8N8Z6","discoidin, cub and lccl domain-containing protein 1 dcbld1 q8n8z6","data/Array_objects_single_proteins/Array_object_Q8N8Z6.rds"
"Nutritionally-regulated adipose and cardiac enriched protein homolog","NRAC C14orf180 C14orf77","Q8N912","nutritionally-regulated adipose and cardiac enriched protein homolog nrac c14orf180 c14orf77 q8n912","data/Array_objects_single_proteins/Array_object_Q8N912.rds"
"Leucine-rich repeat and transmembrane domain-containing protein 2","LRTM2","Q8N967","leucine-rich repeat and transmembrane domain-containing protein 2 lrtm2 q8n967","data/Array_objects_single_proteins/Array_object_Q8N967.rds"
"Nuclear envelope phosphatase-regulatory subunit 1 (NEP1-R1) (Transmembrane protein 188)","CNEP1R1 C16orf69 TMEM188","Q8N9A8","nuclear envelope phosphatase-regulatory subunit 1 (nep1-r1) (transmembrane protein 188) cnep1r1 c16orf69 tmem188 q8n9a8","data/Array_objects_single_proteins/Array_object_Q8N9A8.rds"
"N-acetylaspartate synthetase (NAA synthetase) (EC 2.3.1.17) (Camello-like protein 3) (N-acetyltransferase 8-like protein)","NAT8L CML3","Q8N9F0","n-acetylaspartate synthetase (naa synthetase) (ec 2.3.1.17) (camello-like protein 3) (n-acetyltransferase 8-like protein) nat8l cml3 q8n9f0","data/Array_objects_single_proteins/Array_object_Q8N9F0.rds"
"Synaptotagmin-2 (Synaptotagmin II) (SytII)","SYT2","Q8N9I0","synaptotagmin-2 (synaptotagmin ii) (sytii) syt2 q8n9i0","data/Array_objects_single_proteins/Array_object_Q8N9I0.rds"
"Transmembrane protein 102 (Common beta-chain associated protein) (CBAP)","TMEM102","Q8N9M5","transmembrane protein 102 (common beta-chain associated protein) (cbap) tmem102 q8n9m5","data/Array_objects_single_proteins/Array_object_Q8N9M5.rds"
"Sodium-dependent lysophosphatidylcholine symporter 1 (NLS1) (Sodium-dependent LPC symporter 1) (Major facilitator superfamily domain-containing protein 2A)","MFSD2A MFSD2 NLS1 HMFN0656 PP9177 UNQ300/PRO341","Q8NA29","sodium-dependent lysophosphatidylcholine symporter 1 (nls1) (sodium-dependent lpc symporter 1) (major facilitator superfamily domain-containing protein 2a) mfsd2a mfsd2 nls1 hmfn0656 pp9177 unq300/pro341 q8na29","data/Array_objects_single_proteins/Array_object_Q8NA29.rds"
"Interleukin-17 receptor C (IL-17 receptor C) (IL-17RC) (Interleukin-17 receptor homolog) (IL17Rhom) (Interleukin-17 receptor-like protein) (IL-17RL) (ZcytoR14)","IL17RC UNQ6118/PRO20040/PRO38901","Q8NAC3","interleukin-17 receptor c (il-17 receptor c) (il-17rc) (interleukin-17 receptor homolog) (il17rhom) (interleukin-17 receptor-like protein) (il-17rl) (zcytor14) il17rc unq6118/pro20040/pro38901 q8nac3","data/Array_objects_single_proteins/Array_object_Q8NAC3.rds"
"Mitoguardin 1 (Protein FAM73A)","MIGA1 FAM73A","Q8NAN2","mitoguardin 1 (protein fam73a) miga1 fam73a q8nan2","data/Array_objects_single_proteins/Array_object_Q8NAN2.rds"
"Fibronectin type III domain-containing protein 5 (Fibronectin type III repeat-containing protein 2) [Cleaved into: Irisin]","FNDC5 FRCP2","Q8NAU1","fibronectin type iii domain-containing protein 5 (fibronectin type iii repeat-containing protein 2) [cleaved into: irisin] fndc5 frcp2 q8nau1","data/Array_objects_single_proteins/Array_object_Q8NAU1.rds"
"Phospholipid-transporting ATPase IG (EC 7.6.2.1) (ATPase IQ) (ATPase class VI type 11C) (P4-ATPase flippase complex alpha subunit ATP11C)","ATP11C ATPIG ATPIQ","Q8NB49","phospholipid-transporting atpase ig (ec 7.6.2.1) (atpase iq) (atpase class vi type 11c) (p4-atpase flippase complex alpha subunit atp11c) atp11c atpig atpiq q8nb49","data/Array_objects_single_proteins/Array_object_Q8NB49.rds"
"Synaptotagmin-14 (Synaptotagmin XIV) (SytXIV)","SYT14","Q8NB59","synaptotagmin-14 (synaptotagmin xiv) (sytxiv) syt14 q8nb59","data/Array_objects_single_proteins/Array_object_Q8NB59.rds"
"Transmembrane protein 229B","TMEM229B C14orf83","Q8NBD8","transmembrane protein 229b tmem229b c14orf83 q8nbd8","data/Array_objects_single_proteins/Array_object_Q8NBD8.rds"
"Cytochrome b ascorbate-dependent protein 3 (EC 1.-.-.-) (Cytochrome b561 family member A3) (Lysosomal cytochrome b) (LCytb)","CYB561A3 CYBASC3 LCYTB PSEC0259","Q8NBI2","cytochrome b ascorbate-dependent protein 3 (ec 1.-.-.-) (cytochrome b561 family member a3) (lysosomal cytochrome b) (lcytb) cyb561a3 cybasc3 lcytb psec0259 q8nbi2","data/Array_objects_single_proteins/Array_object_Q8NBI2.rds"
